sentiment,lang,hashtags,clean_text
0.0,en,covid19,rt governmentza watch how do vaccines work in our bodies and how do they protect us covid vaccinatetosavesouthafrica https t co
0.0,en,covid19,rt healthza june latest number of covid statistics in south africa coronavirussa https t co of
0.3464285714285714,en,covid19,rt nathanstall people are free to believe that covid is a hoax and to argue that vaccines are a plot but there is no constitu
0.0,en,,can i be fired if i don t get vaccinated can i ask my employee to get vaccinated these were some question https t co zk hog iu
0.0,en,vaccines4nepal,vaccines nepal covid vaccinequity please nepal in desperate need of covid vaccines health official warns https t co uvmgccrfju
0.0,en,covid19,rt amitaryamd list of vaccines which don t work against covid variants after doses please go and get vaccinated
0.0,en,ibd,covid vaccines have been deemed safe for ibd patients according to a recent study by ibdcedarssinai published https t co e ayvr gw
0.0505208333333333,en,covid19,rt winnie byanyima we are dying ugandans need the world to stand with them we need oxygen ppes covid vaccines and money to pay our
0.1722222222222222,en,,rt telglobalhealth africa is in the midst of a full blown third wave moetitshidi said the sobering trajectory of surging cases shou
0.2944444444444444,en,,rt globalhlthtwit dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate re
0.6458333333333333,en,wecandothis,rt cdcdirector i m pleased to welcome the wecandothis bus to atlanta today remember there are easy ways to find a covid vaccine n
0.175,en,,rt n ramchanderrao covid vaccines reach the remotest places of jammu amp kashmir s gujjars bakarwals community healthcare staff bjp
0.2486111111111111,en,healthcare,rt balange healthcare systems nationwide are taking action to be more diverse inclusive and equitable however employee vaccinatio
0.4638888888888888,en,covid19,rt quizzicalgirl please do your research first if you read or see something about vaccines or covid that sounds unusual spreading di
0.5625,en,vaccinequity,rt rgrosjean excited to be racing at roadamerica this weekend come on another drive with me to vaccinequity amp gogiveone to get vaccin
0.1785714285714286,en,covid19,rt ghs in africa covid cases have increased by just in the past week amp deaths have increased by we expect things to only
0.3,en,,rt itranslate aipac will aipac tell the world that israel has sold expired vaccines to palestinians which could have been disastrous
0.425,en,,rt arstechnica so far us citizens have had the choice of rna based vaccines the novavax vaccine uses an entirely different technology
0.0,en,covid19,rt wef study most people support sharing vaccines with other countries https t co lrzjo bfva covid vaccines https t co qpbtfhim e
0.4875,en,covid19,rt projecthalo all uk adults are now eligible for their covid vaccine the vaccines are safe and effective at preventing you from g
0.0,en,covid19,rt healthza june latest number of covid statistics in south africa coronavirussa https t co of
0.25,en,covid19,rt kalainh as of june th t amp t has administered doses of a who approved covid vaccine the country has approximately of a
0.0,en,covid19,today kingstonhsc reached the milestone of covid vaccines given and one of them was mine nd dose do https t co ri rcfxcr
0.0,en,covid19,rt healthza june latest number of covid statistics in south africa coronavirussa https t co of
0.0,en,,my mother s and mine discussion about the covid vaccines went south i explained which are available here and th https t co vm dcfzgal
0.3166666666666667,en,,rt realjoelsmalley yet another amazingly qualified and courageous doctor roger hodkinson speaks out against the crazy government policy
0.0,en,covid19,rt healthza june latest number of covid statistics in south africa coronavirussa https t co of
0.0,en,,israelmfa israel is a brutal nazi like entity it sent expired vaccines to palestinians to further worsen the c https t co krd xynbi
0.0,en,teamtoronto,rt cityoftoronto teamtoronto covid vaccination update for june vaccine doses have been administered in the city for in
0.4638888888888888,en,covid19,rt quizzicalgirl please do your research first if you read or see something about vaccines or covid that sounds unusual spreading di
0.15625,en,,rt itranslate israelmfa israel is a brutal nazi like entity it sent expired vaccines to palestinians to further worsen the covid
0.0,en,,i m really enjoying how he lays out all the stats of these things
0.4875,en,covid19,rt projecthalo all uk adults are now eligible for their covid vaccine the vaccines are safe and effective at preventing you from g
0.0374999999999999,en,cuban,rt mediccgail biocubafarma says phase clinical trial results for cuban covid vaccines are due out in a few days soberana with
0.2633333333333333,en,,rt paulreiddublin some good news for friday yesterday we had our highest daily administration of vaccines at over on course for
0.15625,en,,rt itranslate israelmfa israel is a brutal nazi like entity it sent expired vaccines to palestinians to further worsen the covid
0.3604166666666666,en,covid19,rt onthealth ontario has administered over million doses of covid vaccines vaccines work the best vaccine for your second dose
0.4638888888888888,en,covid19,rt quizzicalgirl please do your research first if you read or see something about vaccines or covid that sounds unusual spreading di
0.15625,en,,rt itranslate israelmfa israel is a brutal nazi like entity it sent expired vaccines to palestinians to further worsen the covid
0.3166666666666667,en,,rt realjoelsmalley yet another amazingly qualified and courageous doctor roger hodkinson speaks out against the crazy government policy
0.5,en,covid19,rt israelintoronto people over politics israel is delivering more than a million doses of covid vaccines to the palestinian authority
0.0,en,covid19,can you mix and match covid vaccines via usnews https t co ravadldqhc covid covidvaccine https t co wftl cpgb
0.0,en,covid19,rt vaxyourfam can you mix and match covid vaccines via usnews https t co ravadldqhc covid covidvaccine vaxnews va
0.1722222222222222,en,,rt telglobalhealth africa is in the midst of a full blown third wave moetitshidi said the sobering trajectory of surging cases shou
0.0,en,,where the wet gyal in he pose gone
0.2944444444444444,en,,rt globalhlthtwit dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate re
0.0,en,,victoryday hope please do your research before you spread false information about vaccines
0.6458333333333333,en,wecandothis,rt cdcdirector i m pleased to welcome the wecandothis bus to atlanta today remember there are easy ways to find a covid vaccine n
0.15625,en,,rt itranslate israelmfa israel is a brutal nazi like entity it sent expired vaccines to palestinians to further worsen the covid
0.2833333333333333,en,,rt sonalivaid vaccines are essential but if the surge has begun african countries need much more send oxygensend essential supplies en
0.5472222222222223,en,covid19,rt skyriakideseu the timely delivery of covid vaccines is crucial i welcome today s decision by the belgian court of first instance
0.575,en,covid19,rt gadph it s true covid vaccines will not give you the virus the vaccines teach your body how to react so you have the best immuni
0.2265151515151515,en,covid19,rt profpmiddleton nicolasturgeon reports that whereas around of positive covid cases ended up in hospital at the beginning of th
0.271875,en,covid19,rt drkellyvictory it s long past the time to pull the plug on the covid vaccines fortunately we have multiple options for safe effe
0.0,en,,bathong lena a se yona mass gathering ro topa topa covid mos
0.3,en,,rt itranslate aipac will aipac tell the world that israel has sold expired vaccines to palestinians which could have been disastrous
0.5,en,covid19,rt israelmfa israel will deliver more than a million doses of covid vaccines to the palestinian authority to help it fight the corona
0.0,en,,dr tedros warns vaccines donated next year will be far too late for those who are dying or being infected or w https t co qo jwffpxr
0.2239583333333333,en,,rt drkellyvictory unconvinced of the utility we must decry the practice entirely these vaccines have not been adequately tested are a
0.1722222222222222,en,,rt telglobalhealth africa is in the midst of a full blown third wave moetitshidi said the sobering trajectory of surging cases shou
0.0,en,covid19,rt healthza june latest number of covid statistics in south africa coronavirussa https t co of
0.2944444444444444,en,,rt globalhlthtwit dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate re
0.0,en,wecandothis,get vaccinated let s beat covid wecandothis https t co sjjjtqurx
0.0,en,,thanks for the interview for this very insightful article joannachiu it s great to see a canadian analysis https t co l r woljrh
0.1666666666666666,en,vanuatu,rt bridgebeijing vanuatu received this batch of sinopharm covid vaccine doses and syringes donated by china on june
0.3464285714285714,en,covid19,rt nathanstall people are free to believe that covid is a hoax and to argue that vaccines are a plot but there is no constitu
0.3990909090909091,en,covid19,rt cdcgov covid may be new but the covid vaccines are built on trusted work that goes back decades covid vaccines are safe a
0.0,en,,pin code bharati hospital dhank pmcpvaccines covishield min age limit dose capacity dos https t co jobkcca fv
0.0,en,,pin code poona hospital pmc pvaccines covishield min age limit dose capacity dose capacit https t co wtvow opjx
0.0,en,,pin code district hospital aundhvaccines covaxin min age limit dose capacity dose capa https t co qq kcddk
0.0,en,,pin code bsm deenanath hosp pvt pmcvaccines covishield min age limit dose capacity https t co voy l ih b
0.0,en,,pin code bmcc deenanath hospital pvtvaccines covishield min age limit dose capacity https t co ho d rn ox
0.15625,en,,rt itranslate israelmfa israel is a brutal nazi like entity it sent expired vaccines to palestinians to further worsen the covid
0.3166666666666667,en,,rt realjoelsmalley yet another amazingly qualified and courageous doctor roger hodkinson speaks out against the crazy government policy
0.6458333333333333,en,wecandothis,rt cdcdirector i m pleased to welcome the wecandothis bus to atlanta today remember there are easy ways to find a covid vaccine n
0.0,en,,always good when your partner gives the same answer to the same questions if he had twitter i d tag kyle but https t co icbbqxlgt
0.0,en,,fucking hell we finally reached milly
0.3166666666666667,en,,rt realjoelsmalley yet another amazingly qualified and courageous doctor roger hodkinson speaks out against the crazy government policy
0.1722222222222222,en,,rt telglobalhealth africa is in the midst of a full blown third wave moetitshidi said the sobering trajectory of surging cases shou
0.0505208333333333,en,covid19,rt winnie byanyima we are dying ugandans need the world to stand with them we need oxygen ppes covid vaccines and money to pay our
0.3890909090909091,en,covid19,rt eu commission a new eurobarometereu survey shows of europeans intend to get vaccinated against covid this year but people age
0.0,en,coronavirus,cpho canada justintrudeau coronavirus covid fordnation celliottability epdevilla pattyhajdu utah mom blam https t co mfsfuwsfw
0.1704545454545454,en,covid19,rt rid tweets june covid in south africa daily test positivity rate at today that s a positive test for every
0.0,en,covid19,rt healthza june latest number of covid statistics in south africa coronavirussa https t co of
0.1875,en,covid19,rt cdcgov you can get a covid vaccine and other vaccines including flu and shingles at the same visit you no longer need to wait
0.2944444444444444,en,,rt globalhlthtwit dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate re
0.0,en,covid19,rt healthza june latest number of covid statistics in south africa coronavirussa https t co of
0.5,en,covid19,rt israelmfa israel will deliver more than a million doses of covid vaccines to the palestinian authority to help it fight the corona
0.44375,en,,rt lizaobb covid vaccines in healthy young people poses an ethical question as well as a benefit risk question is risk of myocarditis in
0.0,en,africa,in africa the aids rammed like rabid dogs into communities amp killing off generations societies who couldn t aff https t co efynuswfj
0.1722222222222222,en,,rt telglobalhealth africa is in the midst of a full blown third wave moetitshidi said the sobering trajectory of surging cases shou
0.0,en,,rt albertbourla every man woman and child on the planet regardless of financial condition race religion or geography deserves acce
0.0,en,,ianabne wire british airways kmacbean if those pilots were recently vaccinated with not sufficiently teste https t co tpi rlhgdz
0.18125,en,covid19,rt icandecide the ny state health department s website recently posted a meme about the covid vaccines licensure safety amp efficacy fo
0.0,en,covid19,rt jeppestown covid cases in south africa has risen to increase of the death toll is at increase of re
0.0374999999999999,en,cuban,rt mediccgail biocubafarma says phase clinical trial results for cuban covid vaccines are due out in a few days soberana with
0.2944444444444444,en,,rt globalhlthtwit dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate re
0.1777777777777777,en,,rt telglobalhealth africa is in the midst of a full blown third wave of coronavirus the head of whoafro has warnedcases have risen
0.1777777777777777,en,,rt telglobalhealth africa is in the midst of a full blown third wave of coronavirus the head of whoafro has warnedcases have risen
0.6458333333333333,en,wecandothis,rt cdcdirector i m pleased to welcome the wecandothis bus to atlanta today remember there are easy ways to find a covid vaccine n
0.0,en,,key takeaway from afamresearch amp commonwealthfnd s survey an individual s personal doctor primary care physician https t co gaqh muftg
0.45,en,covid19,rt the bmc join us tomorrow june th from am pm at kipp academy for a covid vaccination clinic pfizer amp jnjnews vaccines w
0.3026785714285714,en,covid19,rt drericding top question asked right now what to do about j amp j shot covid vaccine amp rise of deltavariant not medical advice lot
0.3958333333333333,en,israel,rt israelincanada israel will be donating more than million doses of the covid vaccine to the palestinian authority in an effort to
0.0,en,covid19,study most people support sharing vaccines with other countries https t co os knveqdp covid vaccines https t co p hioiz fc rt wef
0.0505208333333333,en,covid19,rt winnie byanyima we are dying ugandans need the world to stand with them we need oxygen ppes covid vaccines and money to pay our
0.15625,en,,rt itranslate israelmfa israel is a brutal nazi like entity it sent expired vaccines to palestinians to further worsen the covid
0.0,en,,morphmachine the brit fertility soc statement is pretty good https t co j cbju nejfullfact also https t co clsimonkxl
0.2,en,ernreconnet,rt ern reconnet ernreconnet meeting sle and covid vaccines that s the reason why erns were developed patientsinvolvement
0.2944444444444444,en,,rt globalhlthtwit dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate re
0.0,en,,israel to transfer more than million covid shots which are due to expire to palestinian authority https t co yvjkagma z
0.2265151515151515,en,covid19,rt profpmiddleton nicolasturgeon reports that whereas around of positive covid cases ended up in hospital at the beginning of th
0.0,en,covid19,rt healthza june latest number of covid statistics in south africa coronavirussa https t co of
0.0,en,,damn mkhize even took the cropping tool
0.2944444444444444,en,,rt globalhlthtwit dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate re
0.1875,en,covid19,rt cdcgov you can get a covid vaccine and other vaccines including flu and shingles at the same visit you no longer need to wait
0.41,en,,rt p hr key takeaway from afamresearch amp commonwealthfnd s survey an individual s personal doctor primary care physician is the most e
0.3036363636363636,en,covid19,rt ifcafrica covid has changed the way we live amp work amp made improving digital services more important for financial institutions amp th
0.1875,en,,rt telglobalhealth moetitshidi said that the continent welcomed the recent international vaccine pledges to donate more jabs later in t
0.2416666666666666,en,,rt moetitshidi africa is in the midst of a full blown third wave the sobering trajectory of surging cases should rouse everyone into urg
0.325,en,covid19,rt hra latest research has been crucial in developing diagnostics treatments and vaccines to combat covid our chief executive matt
0.0,en,covid19,how do we know covid vaccines are safe cdc amp us fda have safety monitoring systems to make sure every vaccine https t co lme ajulg
0.325,en,,rt profjnmoyo it s telling how mnangagwa and his varakashi have fallen for the sarcastic insult to the australian prime minister on this
0.25,en,covid19,rt kalainh as of june th t amp t has administered doses of a who approved covid vaccine the country has approximately of a
0.425,en,,rt arstechnica so far us citizens have had the choice of rna based vaccines the novavax vaccine uses an entirely different technology
0.0,en,palestinians,good that palestinians authority is cancelling the israel covid vaccines due to soon expiry date they shoul https t co exwzkzqz
0.5324074074074074,en,covid19,rt cdcgov how do we know covid vaccines are safe cdc amp us fda have safety monitoring systems to make sure every vaccine is as safe
0.3166666666666667,en,,rt realjoelsmalley yet another amazingly qualified and courageous doctor roger hodkinson speaks out against the crazy government policy
0.5324074074074074,en,covid19,rt cdcgov how do we know covid vaccines are safe cdc amp us fda have safety monitoring systems to make sure every vaccine is as safe
0.0,en,uganda,uganda still needs help
0.0,en,,pin code santoshnagar hajrat yunus pmcgvaccines covaxin min age limit dose capacity dos https t co yrzkia sf
0.2416666666666666,en,,rt moetitshidi africa is in the midst of a full blown third wave the sobering trajectory of surging cases should rouse everyone into urg
0.5324074074074074,en,covid19,rt cdcgov how do we know covid vaccines are safe cdc amp us fda have safety monitoring systems to make sure every vaccine is as safe
0.5324074074074074,en,covid19,rt cdcgov how do we know covid vaccines are safe cdc amp us fda have safety monitoring systems to make sure every vaccine is as safe
0.5324074074074074,en,covid19,rt cdcgov how do we know covid vaccines are safe cdc amp us fda have safety monitoring systems to make sure every vaccine is as safe
0.2944444444444444,en,,rt globalhlthtwit dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate re
0.2125,en,,rt prakashlab what we saw unfolding in india has now begun ravaging uganda and this will continue until vaccines are equitably available
0.0,en,,pin code bmcc deenanath hospital pvtvaccines covishield min age limit dose capacity https t co pxxlglycjy
0.0,en,,pin code bsm deenanath hosp pvt pmcvaccines covishield min age limit dose capacity https t co d uwly d o
0.0,en,,pin code poona hospital pmc pvaccines covishield min age limit dose capacity dose capacit https t co jql y zzg
0.0,en,,pin code symbiosis university hospitalvaccines covishield min age limit dose capacity do https t co jl poywjmz
0.7,en,covid19,rt theelders ellen johnson sirleaf warns of the need to include refugees idps and migrants in covid vaccines and treatment if the pa
0.2944444444444444,en,,rt globalhlthtwit dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate re
0.6458333333333333,en,wecandothis,rt cdcdirector i m pleased to welcome the wecandothis bus to atlanta today remember there are easy ways to find a covid vaccine n
0.0,en,,god i love infographics
0.0,en,covid19,rt healthza june latest number of covid statistics in south africa coronavirussa https t co of
0.4083333333333334,en,,rt kirsten hume thanks for the interview for this very insightful article joannachiu it s great to see a canadian analysis vaccinati
0.5324074074074074,en,covid19,rt cdcgov how do we know covid vaccines are safe cdc amp us fda have safety monitoring systems to make sure every vaccine is as safe
0.0,en,,rt joannachiu can i be fired if i don t get vaccinated can i ask my employee to get vaccinated these were some questions people
0.2265151515151515,en,covid19,rt profpmiddleton nicolasturgeon reports that whereas around of positive covid cases ended up in hospital at the beginning of th
0.2944444444444444,en,,rt globalhlthtwit dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate re
0.0,en,covid19,rt healthza june latest number of covid statistics in south africa coronavirussa https t co of
0.2944444444444444,en,,rt globalhlthtwit dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate re
0.0,en,covid19,rt healthza june latest number of covid statistics in south africa coronavirussa https t co of
0.2944444444444444,en,,rt globalhlthtwit dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate re
0.0,en,,the real wave starts now with low vaccination rates things can will spiral out of control
0.5324074074074074,en,covid19,rt cdcgov how do we know covid vaccines are safe cdc amp us fda have safety monitoring systems to make sure every vaccine is as safe
0.3243506493506493,en,,rt migovernment govwhitmer announces state will open to full capacity on june more than nine million vaccines administered as new c
0.0,en,,minister of home affairs princess lindiwe says government is committed to providing health services medicines vac https t co vwatksk x
0.5324074074074074,en,covid19,rt cdcgov how do we know covid vaccines are safe cdc amp us fda have safety monitoring systems to make sure every vaccine is as safe
0.0,en,covid19,rt healthza june latest number of covid statistics in south africa coronavirussa https t co of
0.0,en,,if you re outraged too call your elected officials
0.0,en,,any politician promoting lockdowns mask mandates amp vaccines as a solution to covid are in full support of un ag https t co cmkcgpiwvy
0.4,en,astrazeneca,rt alexandravonnah intriguing both astrazeneca and the european commission welcome the court ruling on the supply of astrazeneca cov
0.0,en,covid19,rt healthza june latest number of covid statistics in south africa coronavirussa https t co of
0.5324074074074074,en,covid19,rt cdcgov how do we know covid vaccines are safe cdc amp us fda have safety monitoring systems to make sure every vaccine is as safe
0.0,en,,rt hermanmashaba your vote is the vaccine for the coronavirus that is the anc and it needs two jabs one jab on october the s
0.2755997474747474,en,,rt aalisha you just want attentionbut you won t call us backmaybe you just hate the thought of us gone somewhere new yeah yo
0.2,en,covid19,rt who drtedros in africa covid cases have increased by just in the past week and deaths have increased by and we expect
0.1624999999999999,en,,rt who drtedros less than of africa s population has been vaccinated vaccines donated next year will be far too late for those who
0.0,en,,rt joannachiu can i be fired if i don t get vaccinated can i ask my employee to get vaccinated these were some questions people
0.15625,en,,rt itranslate israelmfa israel is a brutal nazi like entity it sent expired vaccines to palestinians to further worsen the covid
0.5324074074074074,en,covid19,rt cdcgov how do we know covid vaccines are safe cdc amp us fda have safety monitoring systems to make sure every vaccine is as safe
0.0,en,,rt yourealldunces masks covered w pneumonia causing bacteria cells can write rna into your dna amp vaers ignoredhttps t co d q jwk
0.0,en,,rt eswatinigovern minister of home affairs princess lindiwe says government is committed to providing health services medicines vaccin
0.3305555555555556,en,,rt govcanhealth canada s national advisory committee on immunization has updated its recommendations on first and second doses of co
